"classe","region","nb_index"
"R-loop","Promotor",404
"R-loop","Promotor",938
"R-loop","Promotor",403
"R-loop","Promotor",402
"R-loop","Promotor",401
"R-loop","Promotor",400
"R-loop","Promotor",404
"R-loop","Promotor",938
"R-loop","Promotor",400
"R-loop","Promotor",400
"R-loop","Promotor",935
"R-loop","Promotor",397
"R-loop","Promotor",396
"R-loop","Promotor",934
"R-loop","Promotor",395
"R-loop","Promotor",398
"R-loop","Promotor",935
"R-loop","Promotor",396
"R-loop","Promotor",934
"R-loop","Promotor",395
"R-loop","Promotor",394
"R-loop","Promotor",933
"R-loop","Promotor",934
"R-loop","Promotor",395
"R-loop","Promotor",394
"R-loop","Promotor",933
"R-loop","Promotor",393
"R-loop","Promotor",934
"R-loop","Promotor",395
"R-loop","Promotor",394
"R-loop","Promotor",933
"R-loop","Promotor",393
"R-loop","Promotor",361
"R-loop","Promotor",389
"R-loop","Promotor",388
"R-loop","Promotor",930
"R-loop","Promotor",388
"R-loop","Promotor",930
"R-loop","Promotor",386
"R-loop","Promotor",385
"R-loop","Promotor",385
"R-loop","Promotor",929
"R-loop","Promotor",928
"R-loop","Promotor",382
"R-loop","Promotor",928
"R-loop","Promotor",382
"R-loop","Promotor",928
"R-loop","Promotor",914
"R-loop","Promotor",380
"R-loop","Promotor",926
"R-loop","Promotor",378
"R-loop","Promotor",926
"R-loop","Promotor",378
"R-loop","Promotor",375
"R-loop","Promotor",924
"R-loop","Promotor",925
"R-loop","Promotor",374
"R-loop","Promotor",377
"R-loop","Promotor",921
"R-loop","Promotor",372
"R-loop","Promotor",921
"R-loop","Promotor",372
"R-loop","Promotor",371
"R-loop","Promotor",918
"R-loop","Promotor",370
"R-loop","Promotor",919
"R-loop","Promotor",917
"R-loop","Promotor",369
"R-loop","Promotor",369
"R-loop","5' UTR",1129
"R-loop","5' UTR",1134
"R-loop","5' UTR",1145
"R-loop","5' UTR",1145
"R-loop","5' UTR",1126
"R-loop","5' UTR",1127
"R-loop","5' UTR",724
"R-loop","5' UTR",723
"R-loop","5' UTR",1125
"R-loop","5' UTR",722
"R-loop","5' UTR",1124
"R-loop","5' UTR",723
"R-loop","5' UTR",1125
"R-loop","5' UTR",722
"R-loop","5' UTR",1124
"R-loop","5' UTR",729
"R-loop","5' UTR",700
"R-loop","5' UTR",1111
"R-loop","5' UTR",1108
"R-loop","5' UTR",690
"R-loop","5' UTR",685
"R-loop","5' UTR",1106
"R-loop","5' UTR",686
"R-loop","5' UTR",685
"R-loop","5' UTR",1106
"R-loop","5' UTR",686
"R-loop","5' UTR",685
"R-loop","5' UTR",1106
"R-loop","5' UTR",686
"R-loop","5' UTR",685
"R-loop","5' UTR",1106
"R-loop","5' UTR",686
"R-loop","5' UTR",1103
"R-loop","5' UTR",683
"R-loop","5' UTR",1091
"R-loop","5' UTR",1091
"R-loop","5' UTR",1085
"R-loop","5' UTR",1085
"R-loop","5' UTR",652
"R-loop","5' UTR",653
"R-loop","5' UTR",1082
"R-loop","5' UTR",654
"R-loop","5' UTR",648
"R-loop","5' UTR",1070
"R-loop","5' UTR",623
"R-loop","5' UTR",615
"R-loop","5' UTR",607
"R-loop","5' UTR",588
"R-loop","5' UTR",589
"R-loop","5' UTR",590
"R-loop","5' UTR",591
"R-loop","5' UTR",576
"R-loop","5' UTR",24
"R-loop","5' UTR",26
"R-loop","5' UTR",741
"R-loop","5' UTR",539
"R-loop","5' UTR",538
"R-loop","5' UTR",763
"R-loop","5' UTR",51
"R-loop","5' UTR",54
"R-loop","5' UTR",55
"R-loop","5' UTR",765
"R-loop","5' UTR",56
"R-loop","5' UTR",61
"R-loop","5' UTR",513
"R-loop","5' UTR",772
"R-loop","5' UTR",74
"R-loop","5' UTR",498
"R-loop","5' UTR",494
"R-loop","5' UTR",1002
"R-loop","5' UTR",494
"R-loop","5' UTR",1002
"R-loop","5' UTR",494
"R-loop","5' UTR",1002
"R-loop","5' UTR",494
"R-loop","5' UTR",1002
"R-loop","5' UTR",494
"R-loop","5' UTR",1002
"R-loop","5' UTR",993
"R-loop","5' UTR",479
"R-loop","5' UTR",779
"R-loop","5' UTR",118
"R-loop","5' UTR",799
"R-loop","5' UTR",118
"R-loop","5' UTR",799
"R-loop","5' UTR",138
"R-loop","5' UTR",809
"R-loop","5' UTR",154
"R-loop","5' UTR",155
"R-loop","5' UTR",156
"R-loop","5' UTR",157
"R-loop","5' UTR",809
"R-loop","5' UTR",154
"R-loop","5' UTR",155
"R-loop","5' UTR",156
"R-loop","5' UTR",157
"R-loop","5' UTR",977
"R-loop","5' UTR",452
"R-loop","5' UTR",810
"R-loop","5' UTR",811
"R-loop","5' UTR",158
"R-loop","5' UTR",812
"R-loop","5' UTR",159
"R-loop","5' UTR",813
"R-loop","5' UTR",180
"R-loop","5' UTR",181
"R-loop","5' UTR",190
"R-loop","5' UTR",827
"R-loop","5' UTR",214
"R-loop","5' UTR",215
"R-loop","5' UTR",216
"R-loop","5' UTR",217
"R-loop","5' UTR",844
"R-loop","5' UTR",845
"R-loop","5' UTR",844
"R-loop","5' UTR",845
"R-loop","5' UTR",844
"R-loop","5' UTR",845
"R-loop","5' UTR",845
"R-loop","5' UTR",255
"R-loop","5' UTR",278
"R-loop","5' UTR",966
"R-loop","5' UTR",282
"R-loop","5' UTR",283
"R-loop","5' UTR",284
"R-loop","5' UTR",299
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",302
"R-loop","5' UTR",870
"R-loop","5' UTR",303
"R-loop","5' UTR",304
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",301
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",300
"R-loop","5' UTR",308
"R-loop","5' UTR",872
"R-loop","5' UTR",308
"R-loop","5' UTR",872
"R-loop","5' UTR",315
"R-loop","5' UTR",324
"R-loop","5' UTR",884
"R-loop","5' UTR",326
"R-loop","5' UTR",885
"R-loop","5' UTR",326
"R-loop","5' UTR",885
"R-loop","5' UTR",886
"R-loop","5' UTR",327
"R-loop","5' UTR",887
"R-loop","5' UTR",328
"R-loop","5' UTR",349
"R-loop","5' UTR",900
"R-loop","5' UTR",901
"R-loop","5' UTR",350
"R-loop","5' UTR",351
"R-loop","5' UTR",957
"R-loop","5' UTR",427
"R-loop","5' UTR",956
"R-loop","5' UTR",955
"R-loop","5' UTR",426
"R-loop","5' UTR",426
"R-loop","5' UTR",425
"R-loop","5' UTR",954
"R-loop","5' UTR",424
"R-loop","5' UTR",953
"R-loop","5' UTR",395
"R-loop","5' UTR",394
"R-loop","5' UTR",933
"R-loop","5' UTR",393
"R-loop","5' UTR",928
"R-loop","5' UTR",926
"R-loop","5' UTR",378
"R-loop","5' UTR",926
"R-loop","5' UTR",378
"R-loop","5' UTR",918
"R-loop","5' UTR",370
"R-loop","5' UTR",918
"R-loop","5' UTR",370
"R-loop","5' UTR",917
"R-loop","5' UTR",369
"R-loop","5' UTR",367
"R-loop","5' UTR",1160
"R-loop","70%",1131
"R-loop","80%",1131
"R-loop","90%",1131
"R-loop","80%",1132
"R-loop","80%",1133
"R-loop","90%",1132
"R-loop","90%",1133
"R-loop","30%",1153
"R-loop","40%",1153
"R-loop","10%",1147
"R-loop","20%",1147
"R-loop","60%",1149
"R-loop","70%",1149
"R-loop","80%",1149
"R-loop","80%",1150
"R-loop","90%",1149
"R-loop","90%",1150
"R-loop","90%",1135
"R-loop","90%",1136
"R-loop","90%",1137
"R-loop","100%",1149
"R-loop","100%",1150
"R-loop","100%",1135
"R-loop","100%",1136
"R-loop","100%",1137
"R-loop","100%",1138
"R-loop","10%",1145
"R-loop","10%",1146
"R-loop","20%",1145
"R-loop","100%",1139
"R-loop","90%",1141
"R-loop","100%",1141
"R-loop","80%",1129
"R-loop","90%",1129
"R-loop","10%",1130
"R-loop","20%",1130
"R-loop","50%",1134
"R-loop","60%",1134
"R-loop","70%",1134
"R-loop","80%",1134
"R-loop","90%",1134
"R-loop","100%",1134
"R-loop","70%",1151
"R-loop","80%",1151
"R-loop","20%",1143
"R-loop","20%",1144
"R-loop","30%",1143
"R-loop","30%",1144
"R-loop","20%",1142
"R-loop","30%",1142
"R-loop","40%",1142
"R-loop","10%",723
"R-loop","10%",1125
"R-loop","10%",722
"R-loop","10%",1124
"R-loop","20%",723
"R-loop","20%",1125
"R-loop","20%",722
"R-loop","20%",1124
"R-loop","30%",722
"R-loop","30%",1124
"R-loop","40%",722
"R-loop","40%",1124
"R-loop","50%",721
"R-loop","60%",721
"R-loop","70%",721
"R-loop","80%",721
"R-loop","90%",721
"R-loop","100%",721
"R-loop","30%",1123
"R-loop","40%",1123
"R-loop","30%",714
"R-loop","30%",717
"R-loop","30%",713
"R-loop","30%",1120
"R-loop","40%",714
"R-loop","40%",717
"R-loop","40%",713
"R-loop","40%",1120
"R-loop","50%",714
"R-loop","50%",717
"R-loop","50%",713
"R-loop","50%",1120
"R-loop","60%",714
"R-loop","60%",717
"R-loop","60%",713
"R-loop","60%",1120
"R-loop","70%",714
"R-loop","70%",717
"R-loop","70%",713
"R-loop","70%",1120
"R-loop","80%",714
"R-loop","80%",717
"R-loop","80%",713
"R-loop","80%",1120
"R-loop","90%",714
"R-loop","90%",717
"R-loop","90%",713
"R-loop","90%",1120
"R-loop","100%",714
"R-loop","100%",717
"R-loop","100%",713
"R-loop","100%",1120
"R-loop","10%",714
"R-loop","10%",717
"R-loop","10%",713
"R-loop","10%",1120
"R-loop","10%",715
"R-loop","10%",716
"R-loop","20%",714
"R-loop","20%",713
"R-loop","20%",1120
"R-loop","20%",715
"R-loop","20%",716
"R-loop","30%",714
"R-loop","30%",713
"R-loop","30%",1120
"R-loop","30%",715
"R-loop","30%",716
"R-loop","40%",714
"R-loop","40%",713
"R-loop","40%",1120
"R-loop","40%",715
"R-loop","40%",716
"R-loop","50%",714
"R-loop","50%",713
"R-loop","50%",1120
"R-loop","50%",715
"R-loop","50%",716
"R-loop","60%",714
"R-loop","60%",713
"R-loop","60%",1120
"R-loop","60%",715
"R-loop","60%",716
"R-loop","70%",714
"R-loop","70%",713
"R-loop","70%",1120
"R-loop","70%",715
"R-loop","70%",716
"R-loop","80%",714
"R-loop","80%",713
"R-loop","80%",1120
"R-loop","80%",715
"R-loop","80%",716
"R-loop","90%",714
"R-loop","90%",713
"R-loop","90%",1120
"R-loop","90%",715
"R-loop","90%",716
"R-loop","100%",714
"R-loop","100%",713
"R-loop","100%",1120
"R-loop","100%",715
"R-loop","100%",716
"R-loop","10%",714
"R-loop","10%",713
"R-loop","10%",1120
"R-loop","20%",714
"R-loop","20%",713
"R-loop","20%",1120
"R-loop","30%",714
"R-loop","30%",713
"R-loop","30%",1120
"R-loop","40%",714
"R-loop","40%",713
"R-loop","40%",1120
"R-loop","50%",713
"R-loop","50%",1120
"R-loop","30%",1119
"R-loop","40%",1119
"R-loop","50%",1119
"R-loop","50%",712
"R-loop","60%",1119
"R-loop","60%",712
"R-loop","70%",1119
"R-loop","70%",712
"R-loop","80%",1119
"R-loop","80%",712
"R-loop","90%",1119
"R-loop","90%",712
"R-loop","100%",1119
"R-loop","100%",712
"R-loop","10%",1117
"R-loop","10%",708
"R-loop","10%",1116
"R-loop","10%",707
"R-loop","20%",1117
"R-loop","20%",708
"R-loop","20%",1116
"R-loop","20%",707
"R-loop","30%",1117
"R-loop","30%",708
"R-loop","30%",1116
"R-loop","30%",707
"R-loop","40%",1117
"R-loop","40%",708
"R-loop","40%",1116
"R-loop","40%",707
"R-loop","50%",1117
"R-loop","50%",708
"R-loop","50%",1116
"R-loop","50%",707
"R-loop","60%",1117
"R-loop","60%",708
"R-loop","60%",1116
"R-loop","60%",707
"R-loop","70%",1116
"R-loop","70%",707
"R-loop","80%",1116
"R-loop","80%",707
"R-loop","90%",1116
"R-loop","90%",707
"R-loop","100%",1116
"R-loop","100%",707
"R-loop","10%",1116
"R-loop","10%",707
"R-loop","20%",1116
"R-loop","20%",707
"R-loop","30%",1116
"R-loop","30%",707
"R-loop","40%",1116
"R-loop","40%",707
"R-loop","50%",1116
"R-loop","50%",707
"R-loop","60%",1116
"R-loop","60%",707
"R-loop","70%",1116
"R-loop","70%",707
"R-loop","80%",1116
"R-loop","80%",707
"R-loop","90%",1116
"R-loop","90%",707
"R-loop","100%",1116
"R-loop","100%",707
"R-loop","80%",1115
"R-loop","90%",1115
"R-loop","100%",1115
"R-loop","20%",1114
"R-loop","30%",1114
"R-loop","40%",1114
"R-loop","10%",701
"R-loop","20%",701
"R-loop","30%",701
"R-loop","40%",701
"R-loop","50%",701
"R-loop","10%",698
"R-loop","20%",698
"R-loop","30%",698
"R-loop","40%",698
"R-loop","50%",698
"R-loop","60%",698
"R-loop","70%",698
"R-loop","80%",698
"R-loop","90%",698
"R-loop","100%",698
"R-loop","90%",731
"R-loop","100%",731
"R-loop","50%",3
"R-loop","50%",732
"R-loop","60%",3
"R-loop","60%",732
"R-loop","10%",1111
"R-loop","20%",1111
"R-loop","30%",1111
"R-loop","40%",1111
"R-loop","50%",1111
"R-loop","60%",1111
"R-loop","70%",1111
"R-loop","80%",1111
"R-loop","90%",1111
"R-loop","100%",1110
"R-loop","90%",4
"R-loop","100%",4
"R-loop","10%",1108
"R-loop","10%",690
"R-loop","20%",1108
"R-loop","20%",690
"R-loop","30%",1108
"R-loop","30%",690
"R-loop","30%",689
"R-loop","40%",1108
"R-loop","40%",690
"R-loop","40%",689
"R-loop","50%",1108
"R-loop","50%",690
"R-loop","50%",689
"R-loop","60%",1108
"R-loop","60%",690
"R-loop","60%",689
"R-loop","70%",1108
"R-loop","70%",690
"R-loop","70%",689
"R-loop","80%",1108
"R-loop","80%",690
"R-loop","80%",689
"R-loop","90%",1108
"R-loop","90%",690
"R-loop","90%",689
"R-loop","100%",1108
"R-loop","100%",690
"R-loop","100%",689
"R-loop","30%",1107
"R-loop","40%",1107
"R-loop","50%",1107
"R-loop","60%",1107
"R-loop","70%",1107
"R-loop","80%",1107
"R-loop","90%",1107
"R-loop","60%",1103
"R-loop","70%",1103
"R-loop","80%",1103
"R-loop","80%",683
"R-loop","90%",1103
"R-loop","90%",683
"R-loop","100%",1103
"R-loop","100%",683
"R-loop","10%",1103
"R-loop","10%",683
"R-loop","10%",682
"R-loop","20%",1103
"R-loop","20%",683
"R-loop","20%",682
"R-loop","30%",1103
"R-loop","30%",683
"R-loop","30%",682
"R-loop","40%",1103
"R-loop","40%",683
"R-loop","40%",682
"R-loop","50%",1103
"R-loop","50%",683
"R-loop","50%",682
"R-loop","60%",1103
"R-loop","60%",683
"R-loop","60%",682
"R-loop","70%",1103
"R-loop","70%",683
"R-loop","70%",682
"R-loop","80%",1103
"R-loop","80%",683
"R-loop","80%",682
"R-loop","90%",1103
"R-loop","90%",683
"R-loop","90%",682
"R-loop","100%",1103
"R-loop","100%",683
"R-loop","100%",682
"R-loop","10%",683
"R-loop","10%",682
"R-loop","20%",683
"R-loop","20%",682
"R-loop","30%",682
"R-loop","40%",682
"R-loop","50%",682
"R-loop","60%",682
"R-loop","70%",682
"R-loop","10%",676
"R-loop","10%",675
"R-loop","10%",677
"R-loop","10%",1100
"R-loop","10%",674
"R-loop","10%",1099
"R-loop","20%",676
"R-loop","20%",675
"R-loop","20%",677
"R-loop","20%",1100
"R-loop","20%",674
"R-loop","20%",1099
"R-loop","30%",676
"R-loop","30%",675
"R-loop","30%",677
"R-loop","30%",1100
"R-loop","30%",674
"R-loop","30%",1099
"R-loop","40%",676
"R-loop","40%",675
"R-loop","40%",677
"R-loop","40%",1100
"R-loop","40%",674
"R-loop","40%",1099
"R-loop","50%",676
"R-loop","50%",675
"R-loop","50%",677
"R-loop","50%",1100
"R-loop","50%",674
"R-loop","50%",1099
"R-loop","60%",676
"R-loop","60%",675
"R-loop","60%",677
"R-loop","60%",1100
"R-loop","60%",674
"R-loop","60%",1099
"R-loop","70%",676
"R-loop","70%",675
"R-loop","70%",677
"R-loop","70%",1100
"R-loop","70%",674
"R-loop","70%",1099
"R-loop","80%",676
"R-loop","80%",675
"R-loop","80%",1100
"R-loop","80%",674
"R-loop","80%",1099
"R-loop","90%",676
"R-loop","90%",675
"R-loop","90%",1100
"R-loop","90%",674
"R-loop","90%",1099
"R-loop","100%",676
"R-loop","100%",675
"R-loop","100%",1100
"R-loop","100%",674
"R-loop","100%",1099
"R-loop","10%",675
"R-loop","10%",1100
"R-loop","10%",674
"R-loop","10%",1099
"R-loop","20%",675
"R-loop","20%",1100
"R-loop","20%",674
"R-loop","20%",1099
"R-loop","30%",1100
"R-loop","30%",674
"R-loop","30%",1099
"R-loop","40%",1100
"R-loop","40%",674
"R-loop","40%",1099
"R-loop","50%",1100
"R-loop","50%",674
"R-loop","50%",1099
"R-loop","60%",1100
"R-loop","60%",674
"R-loop","60%",1099
"R-loop","70%",1100
"R-loop","70%",674
"R-loop","70%",1099
"R-loop","80%",1100
"R-loop","80%",674
"R-loop","80%",1099
"R-loop","90%",1100
"R-loop","90%",674
"R-loop","90%",1099
"R-loop","100%",1100
"R-loop","100%",674
"R-loop","100%",1099
"R-loop","10%",1100
"R-loop","10%",674
"R-loop","10%",1099
"R-loop","20%",1100
"R-loop","20%",674
"R-loop","20%",1099
"R-loop","30%",1100
"R-loop","30%",674
"R-loop","30%",1099
"R-loop","30%",1098
"R-loop","40%",1100
"R-loop","40%",674
"R-loop","40%",1099
"R-loop","40%",1098
"R-loop","50%",674
"R-loop","50%",1099
"R-loop","50%",1098
"R-loop","60%",1098
"R-loop","70%",1098
"R-loop","80%",1098
"R-loop","90%",1098
"R-loop","100%",1098
"R-loop","10%",1098
"R-loop","20%",1098
"R-loop","30%",1098
"R-loop","40%",1098
"R-loop","50%",1098
"R-loop","60%",1098
"R-loop","70%",1098
"R-loop","80%",1098
"R-loop","90%",1098
"R-loop","100%",1098
"R-loop","20%",6
"R-loop","30%",6
"R-loop","30%",1097
"R-loop","40%",6
"R-loop","40%",1097
"R-loop","50%",1097
"R-loop","60%",1097
"R-loop","70%",1097
"R-loop","80%",1097
"R-loop","40%",9
"R-loop","50%",9
"R-loop","60%",9
"R-loop","70%",9
"R-loop","10%",1092
"R-loop","20%",1092
"R-loop","30%",1092
"R-loop","40%",1092
"R-loop","50%",1092
"R-loop","10%",1091
"R-loop","20%",1091
"R-loop","20%",669
"R-loop","30%",669
"R-loop","30%",668
"R-loop","40%",668
"R-loop","10%",666
"R-loop","20%",666
"R-loop","30%",666
"R-loop","40%",666
"R-loop","50%",666
"R-loop","60%",666
"R-loop","30%",665
"R-loop","30%",1090
"R-loop","40%",665
"R-loop","40%",1090
"R-loop","50%",665
"R-loop","50%",1090
"R-loop","60%",665
"R-loop","60%",1090
"R-loop","70%",665
"R-loop","70%",1090
"R-loop","80%",665
"R-loop","80%",1090
"R-loop","70%",1089
"R-loop","70%",664
"R-loop","80%",1089
"R-loop","80%",664
"R-loop","90%",1089
"R-loop","90%",664
"R-loop","100%",1089
"R-loop","100%",664
"R-loop","10%",1089
"R-loop","20%",1089
"R-loop","30%",1089
"R-loop","40%",1089
"R-loop","50%",1089
"R-loop","60%",1089
"R-loop","70%",1089
"R-loop","80%",1089
"R-loop","90%",1089
"R-loop","100%",1089
"R-loop","10%",1089
"R-loop","20%",1089
"R-loop","30%",1089
"R-loop","40%",1089
"R-loop","40%",663
"R-loop","50%",663
"R-loop","60%",663
"R-loop","70%",1088
"R-loop","80%",1088
"R-loop","90%",1088
"R-loop","100%",1088
"R-loop","10%",1088
"R-loop","10%",1087
"R-loop","20%",1088
"R-loop","20%",1087
"R-loop","30%",1088
"R-loop","30%",1087
"R-loop","40%",1088
"R-loop","40%",1087
"R-loop","50%",1088
"R-loop","50%",1087
"R-loop","60%",1088
"R-loop","60%",1087
"R-loop","70%",1088
"R-loop","70%",1087
"R-loop","80%",1088
"R-loop","80%",1087
"R-loop","90%",1088
"R-loop","90%",1087
"R-loop","100%",1088
"R-loop","100%",1087
"R-loop","10%",10
"R-loop","70%",11
"R-loop","80%",11
"R-loop","90%",11
"R-loop","10%",1086
"R-loop","20%",1086
"R-loop","30%",1086
"R-loop","10%",1085
"R-loop","20%",1085
"R-loop","30%",1085
"R-loop","40%",1085
"R-loop","50%",1085
"R-loop","60%",1085
"R-loop","70%",1085
"R-loop","80%",1085
"R-loop","90%",1085
"R-loop","100%",1085
"R-loop","90%",1083
"R-loop","100%",1083
"R-loop","10%",652
"R-loop","10%",653
"R-loop","10%",1082
"R-loop","10%",654
"R-loop","20%",652
"R-loop","20%",653
"R-loop","20%",1082
"R-loop","20%",654
"R-loop","30%",652
"R-loop","30%",653
"R-loop","30%",1082
"R-loop","30%",654
"R-loop","40%",652
"R-loop","40%",653
"R-loop","40%",1082
"R-loop","40%",654
"R-loop","50%",652
"R-loop","50%",653
"R-loop","50%",1082
"R-loop","50%",654
"R-loop","60%",652
"R-loop","60%",653
"R-loop","60%",1082
"R-loop","60%",654
"R-loop","70%",652
"R-loop","70%",653
"R-loop","70%",1082
"R-loop","70%",654
"R-loop","80%",652
"R-loop","80%",653
"R-loop","80%",1082
"R-loop","80%",654
"R-loop","90%",652
"R-loop","90%",653
"R-loop","90%",1082
"R-loop","90%",654
"R-loop","100%",652
"R-loop","100%",653
"R-loop","100%",1082
"R-loop","100%",654
"R-loop","10%",650
"R-loop","10%",1080
"R-loop","20%",650
"R-loop","20%",1080
"R-loop","30%",650
"R-loop","30%",1080
"R-loop","40%",650
"R-loop","40%",1080
"R-loop","50%",650
"R-loop","50%",1080
"R-loop","60%",650
"R-loop","60%",1080
"R-loop","70%",650
"R-loop","70%",1080
"R-loop","80%",650
"R-loop","80%",1080
"R-loop","90%",650
"R-loop","90%",1080
"R-loop","100%",650
"R-loop","100%",1080
"R-loop","60%",647
"R-loop","70%",647
"R-loop","80%",647
"R-loop","60%",646
"R-loop","60%",1076
"R-loop","70%",646
"R-loop","70%",1076
"R-loop","80%",646
"R-loop","80%",1076
"R-loop","90%",646
"R-loop","90%",1076
"R-loop","100%",646
"R-loop","100%",1076
"R-loop","50%",12
"R-loop","60%",12
"R-loop","70%",12
"R-loop","30%",645
"R-loop","30%",1075
"R-loop","40%",645
"R-loop","40%",1075
"R-loop","50%",645
"R-loop","50%",1075
"R-loop","60%",645
"R-loop","60%",1075
"R-loop","70%",645
"R-loop","70%",1075
"R-loop","30%",1074
"R-loop","40%",1074
"R-loop","50%",1074
"R-loop","50%",644
"R-loop","60%",1074
"R-loop","60%",644
"R-loop","70%",1074
"R-loop","70%",644
"R-loop","80%",1074
"R-loop","80%",644
"R-loop","90%",1074
"R-loop","90%",644
"R-loop","100%",1074
"R-loop","100%",644
"R-loop","10%",1074
"R-loop","10%",644
"R-loop","10%",643
"R-loop","10%",1073
"R-loop","20%",1074
"R-loop","20%",644
